"pais","idnum","gprov","gcant","gparoq","gzona","gsec","gmanz","ur","gestrat","tamano","idiomaq","upm","gsectorc","q1","a4","a1","a2","a3","soct1","soct3","cp5","cp5a","cp5b","cp5c","cp5d","cp5e","cp6","cp7","cp8","cp9","cp13","prot1","cp2","cp4a","ls3","it1","it2","it3","np1","gmunifa","np1b","np2","np1c","gsgl1","gsgl1a","glgl3","gmuni2","ggol1","gmuni5b","gmuni6","jc1","jc4","jc10","jc12","jc13","jc13a","vic1","vic2","aoj1","aoj1a","aoj1b","st1","st2","st3","st4","aoj8","aoj9","aoj11","aoj11a","aoj12","aoj16","aoj16b","aoj17","aoj18","wc1","wc2","wc3","paz1","paz2","paz3","paz4","paz5","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b31","b32","b37","b43","b45","gb45a","b47","b48","n1","n3","n9","gn10","ing4","pn2","pn2a","e5","e8","e11","e15","e14","e2","e3","e16","d37","d1","d2","d3","d4","d5","d6","lib1","lib2","lib3","lib4","acr1","pn4","pn5","pn6","dem2","dem11","aut1","aut2","pp1","pp2","abs5","m1","ggog1","ggog2","ggog3","exc1","exc2","exc4","exc11","exc13","exc14","exc15","exc16","exc19","exc7","pc1","pc3","pc5","pc12","pc13","gi1","gi3","gi4","gi5","l1","der1","der2","der3","der4","vb1","vb2","gvb3","gvb4","gvb6","gvb7","ed","q2","q3","q4","q10","q10a","q10b","q11","q12","q14","etid","gleng1","r1","r3","r4","r4a","r5","r6","r7","r8","r9","r11","r12","r14","r15","ocup1","ocup1a","desoc1","ti"
"2","856","12","18","43","2","4","3","2","3","5","1","128","1218043","1","13.0","3.0","1.0","2.0","4.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","4.0","2.0","4.0","4.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0",,"4.0","2.0","3.0","3.0","2.0","1.0","22.0","3.0","2.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2",,,,,,,,"1.0","1.0","1.0","2.0","1.0","3.0","4.0",,"4.0","1.0","2.0","2.0","2.0","2.0","3.0","6.0","3.0","3.0","5.0","6.0","5.0","5.0","6.0","6.0","5.0","7.0","5.0","5.0","5.0","6.0","4.0","4.0","5.0","5.0","7.0","4.0","3.0","6.0","5.0","6.0","5.0","7.0","7.0","6.0","6.0","7.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0",,,,,"2.0",,"2.0","2.0","2.0","2.0","2.0","2.0",,,"2.0","2.0","2.0",,"4.0","2.0","1.0","3.0",,"3.0",,"0.0","0.0",,,"0.0",,,,"0.0","1.0","1.0","1.0","1.0",,,"2","2","1","2",,"1.0","1.0","1.0","1.0","1","1","4.0",,"14.0","4.0","0.0","28","2.0","1","2.0","2.0",,"1.0","0","1.0","2.0","1.0","1","0","0","0","0","0","0",,,,"1","0","0","5.0","2.0","2.0","50"
"2","857","12","18","43","2","4","3","2","3","5","1","128","1218043","1","4.0","1.0","1.0","2.0","4.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","4.0","2.0","4.0","4.0","3.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0",,"4.0","2.0","4.0","3.0","2.0","1.0","22.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2",,,,,,,,,"1.0","1.0","2.0","1.0","3.0","4.0",,"4.0","2.0","2.0","2.0","2.0","2.0","3.0","6.0","3.0","3.0","5.0","6.0","5.0","5.0","6.0","5.0","5.0","6.0","3.0","6.0","5.0","2.0","3.0","3.0","4.0","4.0","7.0","3.0","3.0","4.0","6.0","4.0","2.0","6.0","5.0","5.0","5.0","7.0","10.0","10.0","10.0","2.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0",,"2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","3.0","1.0","3.0",,"0.0","0.0",,,,,,,"0.0","1.0","1.0","1.0","1.0","1.0","6.0","1","1","1","2","8.0","1.0","1.0","1.0","1.0","1","1","4.0",,"14.0","4.0","6.0","65","2.0","1","7.0","1.0","1.0","2.0","4","2.0","2.0","1.0","1","1","0","1","0","0","0",,,,"1","1","0","14.0",,"3.0","50"
"2","1104","13","16","22","2","2","2","2","3","5","2","135","1316022","2",,"4.0","4.0","4.0",,,"2.0",,,,,,"1.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","3.0",,"1.0",,,,,"2.0",,,,,,"9.0","2.0",,,,,,,,"2",,,,,,,,,,,"3.0",,"4.0","4.0",,,,"2.0",,"2.0",,,,,,"6.0",,,,,,,,,,,,,,,,,,,,,,,,,"1.0","2.0","1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.0",,"1.0",,"0.0","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,"2","2","2","2","9.0","3.0","3.0","3.0","3.0","2","2","99.0","6.0","99.0","99.0","0.0","37","2.0","2","0.0","2.0",,"2.0","3",,"2.0","2.0","0","0","0","0","0","0","0",,,,"1","0","0","6.0","5.0","2.0","70"
"2","858","12","18","43","2","4","3","2","3","5","1","128","1218043","1","5.0","3.0","1.0","1.0","4.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","4.0","2.0","4.0","4.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0",,"2.0","2.0","2.0","1.0","1.0","1.0",,"9.0","3.0","0.0","2.0","2.0","2.0","2.0","2.0","2.0","2",,,,,,,,"1.0","1.0","1.0","3.0","1.0","2.0","4.0",,"4.0","1.0","2.0","2.0","2.0","2.0",,,"4.0","4.0","5.0","5.0",,"3.0","2.0","5.0","5.0","2.0","1.0","6.0","1.0","1.0","1.0","4.0","5.0","6.0","7.0","4.0","2.0","1.0","1.0","4.0","3.0","4.0","3.0","6.0","5.0","6.0","8.0","8.0",,"1.0","1.0","2.0","1.0","1.0","5.0","7.0","7.0","6.0","8.0","1.0",,"2.0","2.0","3.0","1.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","3.0","1.0","1.0",,"0.0","0.0",,,"0.0",,"0.0",,"0.0","2.0","1.0","2.0","1.0","1.0","1.0","1","2","1","2","6.0","1.0","1.0","1.0","1.0","1","1","4.0",,"14.0","4.0","12.0","51","2.0","1","6.0","2.0",,"2.0","0","2.0","2.0","1.0","2","1","1","1","2","1","1",,,,"1","1","1","7.0","5.0","2.0","65"
"2","859","12","18","43","2","4","3","2","3","5","1","128","1218043","2","5.0","3.0","3.0","4.0","5.0","3.0","2.0",,,,,,"2.0","4.0","4.0","4.0","4.0","3.0","1.0","2.0","1.0","3.0","1.0","1.0","2.0",,"4.0","2.0","3.0","3.0","3.0","1.0","1.0","5.0","4.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","2",,,,,,,,,"1.0","1.0","4.0","1.0","2.0","4.0",,"3.0","1.0","2.0","2.0","2.0","2.0","2.0","6.0","2.0","3.0","1.0","1.0","1.0","2.0","1.0","3.0","4.0","1.0","1.0","5.0","2.0","2.0","1.0","2.0","4.0","6.0","7.0","2.0","2.0","1.0","1.0","4.0","2.0","3.0","2.0","3.0","2.0","1.0","7.0","6.0","7.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","3.0","1.0","1.0",,"2.0","2.0","3.0","1.0",,"1.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","3.0","1.0","5.0",,"0.0","0.0",,,"0.0",,,,"0.0","2.0","2.0","2.0","1.0","1.0","2.0","1","1","1","2","6.0","1.0","1.0","2.0","3.0","1","2","99.0","3.0","99.0","99.0","3.0","19","1.0","2","0.0","2.0",,"1.0","0","2.0","2.0","1.0","0","0","0","0","0","0","0",,,,"1","1","0","7.0","5.0","2.0","55"
"2","860","12","18","43","2","4","3","2","3","5","1","128","1218043","2","1.0","1.0","2.0","2.0","3.0","3.0","2.0",,,,,,"1.0","1.0","4.0","4.0","4.0","3.0","2.0","2.0","1.0","3.0","2.0","1.0","2.0",,"3.0","2.0","3.0","2.0","2.0","1.0","1.0","5.0","2.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","2",,,,,,,"3.0",,"1.0","1.0","3.0","3.0","1.0","4.0",,"4.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","4.0","5.0","2.0","1.0","2.0","3.0","4.0","2.0","7.0",,"1.0","2.0","1.0","3.0","5.0","2.0","7.0","7.0","6.0",,"1.0","2.0","1.0","2.0","2.0","2.0","6.0","5.0","6.0","9.0","10.0","3.0","4.0","1.0","2.0","1.0","1.0","2.0","5.0","4.0","6.0","5.0","2.0",,"1.0","3.0","1.0","1.0",,"1.0","2.0","2.0",,"2.0","2.0","2.0","3.0","2.0","1.0","3.0","1.0","4.0",,"0.0","1.0",,,,,"0.0","1.0","0.0","3.0","1.0","5.0","1.0","2.0","3.0","1","2","1","2","6.0","1.0","2.0","2.0","2.0","1","1","15.0",,"17.0","7.0","0.0","42","1.0","2","0.0","2.0",,"3.0","5","2.0","1.0","1.0","1","1","1","1","0","0","0",,,,"1","1","0","13.0",,"1.0","55"
"2","861","12","18","43","2","4","3","2","3","5","1","128","1218043","1",,"1.0","1.0","1.0","4.0",,"1.0","1.0","2.0","2.0","2.0","2.0","4.0","4.0","4.0","4.0","1.0","3.0","1.0","1.0","1.0","2.0",,"2.0","1.0","5.0","1.0","2.0",,"4.0","2.0","1.0",,"9.0",,"0.0","2.0","1.0","1.0","2.0","1.0","1.0","2",,,,,,,"1.0",,"1.0","1.0","3.0",,"1.0","4.0",,"3.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0",,"4.0","1.0","1.0","2.0","2.0","5.0","1.0","6.0","3.0","1.0","3.0","1.0","2.0","6.0","1.0","7.0","7.0","6.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","3.0","3.0","4.0","8.0","9.0","2.0","3.0","1.0","1.0","8.0","1.0","1.0","3.0","2.0","2.0","2.0","3.0",,"2.0","3.0","1.0","1.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","4.0","1.0","3.0",,"0.0","0.0",,,"0.0",,,,"1.0","2.0","1.0","1.0","1.0","1.0","2.0","1","2","2","2","5.0","1.0","3.0","3.0","1.0","2","2","99.0","6.0","99.0","99.0","2.0","21","4.0","4","2.0","1.0","1.0","1.0","0","1.0","1.0","1.0","2","1","1","1","0","0","0",,,,"1","1","0","7.0","2.0","2.0","55"
"2","862","12","1","13","1","1","3","1","3","2","1","116","1201013","1","1.0","1.0","1.0","1.0","2.0","2.0","2.0",,,,,,"1.0","1.0","4.0","4.0","4.0","3.0","2.0","2.0","1.0","3.0","1.0","1.0","2.0",,"1.0","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2",,,,,,,,,"1.0","1.0","2.0","2.0","1.0","4.0",,"4.0","1.0","2.0","2.0","2.0","2.0","1.0","5.0","2.0","2.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","6.0","3.0","6.0","6.0","7.0","3.0","2.0","2.0","2.0","6.0","5.0","4.0","3.0","6.0","6.0","6.0","9.0","9.0","9.0","3.0","3.0","3.0","2.0","2.0","6.0","9.0","10.0","10.0","10.0","1.0",,"1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0",,"0.0","0.0",,,"0.0",,,"0.0",,"1.0","1.0","1.0","1.0","1.0","1.0","1","1","2","2","3.0","1.0","1.0","1.0","1.0","1","1","4.0",,"14.0","4.0","6.0","34","1.0","1","1.0","2.0",,"2.0","3","2.0","2.0","1.0","1","1","0","1","0","0","0",,,,"1","1","0","3.0","2.0","2.0","56"
"2","863","12","1","13","1","1","3","1","3","2","1","116","1201013","2","11.0","3.0","1.0","3.0","3.0","2.0","2.0",,,,,,"1.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0",,"2.0","2.0","2.0","1.0","1.0","1.0","4.0","5.0","3.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","2",,,,,,,,,"1.0","1.0","2.0","2.0","2.0","2.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","4.0","4.0","4.0","3.0","2.0","5.0","6.0","3.0","3.0","6.0","3.0","5.0","3.0","3.0","1.0","3.0","5.0","5.0","7.0","3.0","3.0","4.0","4.0","6.0","5.0","4.0","5.0","5.0","5.0","5.0","10.0","9.0","9.0","4.0","3.0","3.0","2.0","2.0","6.0","9.0","9.0","9.0","9.0","1.0",,"1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","1.0",,"0.0","0.0",,"0.0",,,,,"0.0","1.0","2.0","2.0","2.0","2.0","6.0","1","2","1","2","3.0","1.0","1.0","1.0","1.0","2","2","99.0","6.0","99.0","99.0","10.0","18","2.0","1","3.0","2.0",,"1.0","0","2.0","2.0","1.0","1","1","1","1","1","1","0",,,,"1","1","1","12.0",,"1.0","50"
"2","864","12","1","13","1","1","3","1","3","2","1","116","1201013","2","5.0","3.0","3.0","1.0","2.0","2.0","2.0",,,,,,"1.0","1.0","1.0","1.0","4.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0",,"1.0","2.0","2.0","2.0","2.0","1.0","3.0","5.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2",,,,,,,,"1.0","1.0","1.0","1.0","1.0","2.0","4.0",,"4.0","1.0","2.0","2.0","2.0","2.0","2.0","6.0","4.0","3.0","3.0","3.0","2.0","3.0","3.0","2.0","4.0","5.0","3.0","2.0","2.0","4.0","1.0","3.0","5.0","5.0","7.0","3.0","3.0","2.0","1.0","5.0","4.0","3.0","2.0","4.0","5.0","6.0","9.0","9.0","9.0","4.0","3.0","3.0","2.0","2.0","6.0","8.0","8.0","9.0","10.0","2.0",,"1.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0",,"0.0","0.0",,,"0.0",,,"0.0","0.0","2.0",,,,,,"1","1","2","1","4.0","1.0","1.0","1.0","1.0","1","1","15.0",,"14.0","4.0","12.0","47","2.0","1","10.0","2.0",,"2.0","7","2.0","2.0","1.0","1","1","1","1","0","0","0",,,,"1","1","1","1.0","1.0","2.0","45"
"2","865","12","1","13","1","1","3","1","3","2","1","116","1201013","2","4.0","4.0","2.0","1.0","4.0","2.0","2.0",,,,,,"2.0","2.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0",,"1.0","1.0","2.0",,"4.0","2.0","3.0","3.0","2.0","1.0","3.0",,"77.0","0.0","2.0","2.0","2.0","2.0","2.0","2.0","2",,,,,,"1.0",,"1.0","1.0","1.0","3.0","1.0","3.0","3.0",,"1.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","4.0","4.0","1.0","4.0","1.0","1.0","4.0","4.0","1.0","1.0","1.0","1.0",,"4.0","7.0","1.0","4.0","4.0","7.0","4.0","4.0","1.0",,"1.0",,"5.0","5.0",,"4.0","4.0","1.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","1.0",,"5.0","5.0","5.0","5.0",,"3.0","3.0","2.0","2.0",,,,,,"1.0","2.0","2.0","4.0","2.0",,"3.0","1.0","2.0",,"0.0","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0",,"1.0","1.0","1.0",,"1.0","2","2","1","2",,"1.0","1.0",,,"1","1","16.0",,"14.0","4.0","9.0","28","1.0","3","2.0","2.0",,"1.0","2","2.0","2.0","1.0","1","1","1","0","0","0","0",,,,"1","1","0","7.0","2.0","2.0","50"
"2","866","12","1","13","1","1","3","1","3","2","1","116","1201013","2","1.0","1.0","1.0","2.0","4.0","2.0","2.0",,,,,,"1.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0",,"4.0","2.0","3.0","3.0","2.0","1.0","4.0","5.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2",,,,,"1.0","4.0","4.0","1.0","1.0","1.0","2.0","2.0","1.0","4.0",,"4.0","1.0","2.0","2.0","2.0","2.0","1.0","6.0","2.0","2.0","4.0","4.0","3.0","5.0","5.0","3.0","3.0","3.0","3.0","3.0","2.0","4.0","7.0","3.0","5.0","6.0","7.0","2.0","2.0","2.0","2.0","6.0","6.0","6.0","6.0","5.0","5.0","5.0","8.0","8.0","9.0","3.0","3.0","3.0","2.0","2.0","5.0","8.0","9.0","9.0","8.0","2.0",,"1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0",,"0.0","0.0",,,,,,,"0.0","1.0","2.0","3.0","3.0","2.0","7.0","1","1","1","2","3.0","2.0","2.0","2.0","2.0","1","1","4.0",,"14.0","4.0","6.0","55","1.0","1","5.0","2.0",,"2.0","5","2.0","1.0","1.0","1","1","1","0","1","0","0",,,,"1","1","0","13.0",,"1.0","45"
"2","867","12","1","13","1","1","3","1","3","2","1","116","1201013","1","5.0","1.0","1.0","3.0","4.0","1.0","2.0",,,,,,"3.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0",,"3.0","2.0","3.0","3.0","2.0","1.0","16.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2",,,,,"1.0","1.0",,,"2.0","1.0","2.0","4.0","3.0","4.0",,"2.0","2.0","2.0","2.0","2.0","2.0","1.0","6.0","3.0","3.0","4.0",,,,"6.0","4.0","7.0","2.0","1.0","2.0","3.0","2.0","5.0","2.0","4.0","4.0","7.0","4.0","4.0","6.0","3.0","2.0","2.0","4.0","2.0",,,"7.0","10.0","10.0","2.0","2.0","1.0","1.0","2.0","1.0",,"10.0","10.0","10.0","10.0","9.0",,"2.0","2.0","2.0","2.0",,,,,,"2.0","2.0","2.0","4.0","2.0","1.0","3.0","1.0","3.0",,"0.0","0.0",,,,"0.0",,,"0.0","1.0","1.0","5.0","1.0","4.0","4.0","1","1","1","2",,"1.0","1.0","1.0","1.0","1","2","99.0","7.0","99.0","99.0","13.0","23","1.0","2","2.0","2.0",,"1.0","0","2.0","2.0","1.0","1","1","1","0","0","0","0",,,,"1","1","0","12.0",,"1.0","60"
"2","868","12","1","13","1","1","3","1","3","2","1","116","1201013","1","3.0","4.0","3.0","2.0","4.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","3.0","2.0","4.0","4.0","3.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0",,"2.0","1.0","2.0","2.0","2.0","2.0","2.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2",,,,,"1.0",,,"1.0","1.0","1.0","2.0","1.0","3.0","4.0",,"4.0","2.0","2.0","2.0","2.0",,,,"3.0","3.0","1.0","5.0","3.0","5.0","6.0","5.0","6.0","2.0","1.0","5.0","1.0","2.0","3.0","4.0","7.0","5.0","7.0","5.0","3.0","6.0","6.0","5.0","6.0","7.0","6.0","6.0","7.0","2.0","5.0","9.0","2.0","1.0","1.0","1.0","1.0","1.0","4.0","9.0","4.0","1.0","1.0","2.0",,"2.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","2.0",,"0.0","0.0",,"0.0","0.0",,,"0.0","0.0","3.0","1.0","3.0","2.0","5.0","1.0","1","1","1","1",,"1.0","1.0",,,"1","1","15.0",,,,"12.0","40","1.0","2","4.0","2.0",,"2.0","5","2.0","1.0","1.0","2","1","1","0","0","1","1",,,,"1","1","1","3.0","5.0","2.0","60"
"2","869","12","1","13","1","1","3","1","3","2","1","116","1201013","2","4.0","1.0","1.0","1.0","3.0",,"1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","4.0","4.0","4.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0",,"2.0","2.0","4.0","2.0","2.0","2.0",,"9.0",,"0.0",,,,,,,"2",,,,,,,,,"1.0","1.0","1.0",,"3.0","4.0",,"4.0",,"2.0","2.0","2.0","2.0","4.0","6.0","3.0","4.0","7.0",,"2.0","2.0","3.0","3.0","1.0","1.0","1.0","5.0","1.0","2.0","3.0","2.0","3.0","4.0","7.0",,"2.0","2.0","1.0","5.0","5.0","6.0","4.0","5.0","4.0","5.0","8.0","8.0","7.0","1.0","1.0","1.0","1.0","1.0","5.0","5.0","6.0","5.0","5.0","1.0",,"1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0",,"2.0","1.0","2.0","2.0","2.0","1.0","3.0","1.0","1.0",,"0.0","0.0",,,,,"0.0","0.0","0.0",,"1.0","1.0","1.0","1.0","1.0","1","2","2","2",,"3.0","2.0","2.0","3.0","2","2","99.0","6.0","99.0","99.0","1.0","35","1.0","1","4.0","2.0",,"2.0","3","2.0","1.0","1.0","1","0","0","0","0","0","0",,,,"1","1","0","13.0",,"1.0","55"
"2","870","12","2","91","2","9","1","2","3","5","1","118","1202091","2","4.0","1.0","3.0","3.0","3.0","3.0","2.0",,,,,,"1.0","1.0","4.0","4.0","4.0","3.0","2.0","2.0","1.0","3.0","1.0","1.0","2.0",,"2.0","2.0","3.0","3.0","3.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","2",,,,,,,,,"1.0","1.0","2.0","2.0","1.0","4.0",,"3.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","4.0","3.0","4.0","4.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","3.0","5.0","3.0","3.0","2.0","7.0","3.0","2.0","2.0","1.0","6.0","3.0","3.0","3.0","4.0","4.0","3.0","6.0","7.0","6.0","3.0","3.0","3.0","2.0","2.0",,,,,,,,"1.0","1.0","1.0","1.0",,,,,,"2.0",,"2.0","2.0","2.0","1.0","3.0",,,,"0.0","0.0",,,,,,"0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","2","2","1","2","2.0","1.0","1.0","1.0","1.0","1","1","4.0",,"14.0","4.0","4.0","27","1.0","1","0.0","2.0",,"2.0","2","2.0","1.0","1.0","0","0","0","0","0","0","0",,,,"0","0","0","13.0",,"1.0","50"
"2","871","12","2","91","2","9","1","2","3","5","1","118","1202091","1","5.0","3.0","4.0","4.0","5.0","2.0","2.0",,,,,,"4.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","1.0","4.0","1.0","1.0","2.0",,"3.0","2.0","3.0","4.0","4.0","2.0",,"9.0",,,,,,,,,"2",,,,,,,,,"2.0","1.0","2.0","1.0","2.0","4.0",,"1.0","2.0","2.0","2.0","2.0","2.0","5.0","3.0","3.0","3.0","4.0","5.0","6.0","3.0","5.0","5.0","4.0","5.0","3.0","4.0","3.0","3.0","5.0","5.0","5.0","5.0","7.0","5.0","6.0","5.0","4.0","4.0","4.0","2.0","3.0","6.0","5.0","4.0","10.0","10.0","7.0",,,,"2.0","2.0","6.0","8.0","8.0","7.0","6.0","2.0",,"2.0","1.0","1.0","1.0",,,,,,"1.0",,,"4.0","2.0","1.0","3.0",,,,"0.0","0.0",,,"0.0",,,,"0.0","1.0","7.0","7.0","5.0",,,"1","1","1","2","6.0","1.0","1.0","2.0","2.0","2","2","99.0","6.0","99.0","99.0","9.0","18","2.0","4","0.0","2.0",,"1.0","0","1.0","1.0","1.0","0","0","0","0","0","0","0",,,,"0","0","0","5.0","2.0","2.0","45"
"2","872","12","2","91","2","9","1","2","3","5","1","118","1202091","2","5.0","1.0","3.0","3.0","2.0","2.0","2.0",,,,,,"1.0","1.0","4.0","4.0","4.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0",,"1.0","2.0","3.0","2.0","4.0","1.0","1.0","1.0","2.0","2.0",,,,,,,"2",,,,,,,,,"1.0","1.0","2.0","4.0","1.0","4.0",,"4.0","1.0","2.0","2.0","2.0",,,,,,,,,,,,,,,,,,,,"4.0","6.0","7.0",,,,,"6.0",,,,,,,"7.0","6.0","4.0","3.0","2.0","1.0","4.0","3.0","6.0","5.0","6.0","5.0","6.0","1.0",,"1.0","1.0","1.0","1.0",,"3.0","2.0","1.0",,"2.0",,"2.0","2.0","2.0","2.0","3.0",,,,"0.0","0.0",,,,,,"0.0","0.0","1.0","2.0","2.0","2.0","2.0","2.0","2","2","2","2","2.0","1.0","1.0","1.0","1.0","1","1","15.0",,,"15.0","0.0","55","2.0","1","0.0","2.0",,"3.0","6","2.0","1.0","1.0","1","0","0","0","0","0","0",,,,"0","0","0","13.0",,"1.0","55"
"2","873","12","2","91","2","9","1","2","3","5","1","118","1202091","2","1.0","3.0","4.0","4.0","2.0","3.0","2.0",,,,,,"1.0","1.0","4.0","4.0","4.0","3.0","2.0","1.0","3.0","3.0","1.0","1.0","2.0",,"3.0","2.0","3.0","3.0","4.0","2.0","1.0","4.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2",,,,,,,,,"1.0","1.0","1.0","1.0","1.0","4.0",,"4.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","4.0",,,,,,,,,,,,,"6.0",,,,"7.0",,,,,,,,,,,,"5.0","10.0","5.0","1.0","1.0","1.0","1.0","1.0","2.0","10.0","3.0","2.0","8.0","1.0",,"1.0","1.0","1.0","1.0",,,,,,"2.0","1.0","2.0","2.0","2.0","1.0","3.0","1.0","5.0",,"0.0","0.0",,,,,,"0.0","0.0","1.0","5.0","8.0","7.0",,,"1","1","1","2","7.0","2.0","2.0",,,"1","1","15.0",,,"15.0","3.0","38","2.0","1","0.0","2.0",,"2.0","1","2.0","1.0","1.0","0","0","0","0","0","0","0",,,,"0","0","0","13.0",,"1.0","45"
"2","874","12","2","91","2","9","1","2","3","5","1","118","1202091","1","1.0","1.0","3.0","3.0","5.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","4.0","4.0","3.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","5.0","3.0","1.0","3.0","3.0","2.0","1.0","7.0","5.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2",,,,,,,,"2.0","1.0","1.0","2.0","1.0","3.0","4.0",,"4.0","2.0","1.0","1.0","1.0","2.0","3.0","3.0","3.0","4.0",,"6.0",,"5.0","7.0","4.0","4.0",,"2.0","6.0","4.0","4.0",,"3.0","2.0","5.0","7.0","4.0","4.0","4.0",,"3.0",,"6.0","6.0","5.0","6.0","7.0","10.0","10.0","10.0","6.0","1.0","1.0","1.0","5.0",,"8.0","8.0","8.0","8.0","1.0",,"2.0","2.0","2.0","2.0","3.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","1.0","1.0","3.0","1.0","3.0",,"0.0","0.0",,"0.0","0.0",,"0.0","0.0","1.0","1.0","1.0","1.0","1.0","3.0","5.0","1","1","1","2","8.0","1.0","1.0","1.0","1.0","1","1","4.0",,"14.0","4.0","6.0","48","2.0","1","2.0","2.0",,"2.0","3","2.0","1.0","1.0","1","0","0","0","0","0","0",,,,"1","1","0","4.0","2.0","2.0","50"
